p_val avg_logFC pct.1 pct.2 p_val_adj cluster gene
LILRA51 6.62735681038735e-105 1.15328334220843 0.669 0.084 2.16966407258461e-100 5 LILRA5
LILRB2 2.15505797765566e-101 1.07011564377734 0.594 0.068 7.05522880724909e-97 5 LILRB2
BATF3 1.52891327324987e-100 0.687437136441096 0.294 0.01 5.00535627396543e-96 5 BATF3
C5AR11 2.36443852339229e-94 0.937247542651594 0.581 0.068 7.74069883788167e-90 5 C5AR1
CXCL16 6.58020706935541e-94 0.841246319926545 0.4 0.029 2.15422819036557e-89 5 CXCL16
STXBP21 1.21101901593894e-93 1.37567565449515 0.888 0.203 3.9646340543809e-89 5 STXBP2
WARS1 7.63346848313802e-93 1.17682106293341 0.675 0.101 2.49904491200972e-88 5 WARS
MAFB1 1.251412639807e-91 0.804870001555398 0.575 0.067 4.09687470020016e-87 5 MAFB
TESC 6.66217064282179e-89 0.940779588628841 0.5 0.053 2.181061425047e-84 5 TESC
COTL11 3.1748228528356e-88 1.57180032531687 1 0.606 1.03937350556132e-83 5 COTL1
CEBPB1 1.17954592398333e-86 1.50125975093873 0.925 0.285 3.86159744593664e-82 5 CEBPB
TPPP3 3.13333956663581e-86 0.782511179692594 0.356 0.024 1.02579270732523e-81 5 TPPP3
SLC31A2 4.15355632713665e-86 1.04317998251265 0.525 0.061 1.359791270378e-81 5 SLC31A2
TIMP11 3.70221663296897e-84 1.58654578251783 0.912 0.291 1.21203168130138e-79 5 TIMP1
IFITM2 1.09081855093801e-82 1.47680169513539 1 0.69 3.57112177206085e-78 5 IFITM2
SAT11 4.8064735371342e-81 1.49335536494677 1 0.565 1.57354330658699e-76 5 SAT1
ABI3 1.74958819989078e-80 1.26239211749156 0.738 0.141 5.72780184880244e-76 5 ABI3
CTD-2006K23.1 3.80121609833927e-80 0.753258452945132 0.288 0.015 1.24444212627431e-75 5 CTD-2006K23.1
BID1 1.22288118170873e-79 1.15637411479258 0.775 0.17 4.00346841267805e-75 5 BID
C19orf381 1.36262819972221e-79 0.871124703280084 0.556 0.075 4.46097220025058e-75 5 C19orf38
PSAP1 2.26021513122116e-79 1.30723475392223 1 0.478 7.39949229659183e-75 5 PSAP
FTH11 2.53191781954527e-79 1.47217805043318 1 0.989 8.28899255762732e-75 5 FTH1
LYN 2.22382018530092e-77 1.0103436781154 0.681 0.122 7.28034252263815e-73 5 LYN
BRI31 6.61394900963238e-77 1.06644393563064 0.788 0.167 2.16527462677345e-72 5 BRI3
CTSS1 1.46948720925339e-76 1.40636622086345 1 0.492 4.81080722565374e-72 5 CTSS
CFP1 2.41959352026497e-76 1.05893814224075 0.8 0.17 7.92126526664347e-72 5 CFP
CAMK1 1.87793795343507e-75 0.811637504366628 0.4 0.039 6.14799327195572e-71 5 CAMK1
S100A111 2.10446908957733e-75 1.32340188566229 0.988 0.497 6.88961090545827e-71 5 S100A11
CST31 9.3501223273157e-74 1.30626694260423 1 0.359 3.06104304751662e-69 5 CST3
TCF7L2 2.03898989225428e-73 0.575441109374914 0.281 0.017 6.67524510926205e-69 5 TCF7L2
TYMP1 2.78644508577202e-73 1.07288763606069 0.975 0.308 9.12226392180045e-69 5 TYMP
FAM110A 5.15760150803358e-70 0.967743331385009 0.444 0.054 1.68849558170003e-65 5 FAM110A
FTL1 1.77517505498446e-69 1.3994927507524 1 0.989 5.81156809500813e-65 5 FTL
TYROBP1 6.06960036212397e-69 1.20387503746381 1 0.359 1.98706576655215e-64 5 TYROBP
FGL21 8.99175796886207e-68 0.76247106253316 0.581 0.097 2.94372172384606e-63 5 FGL2
NPC21 1.43240823649075e-67 1.07131798254491 0.969 0.383 4.68941808462341e-63 5 NPC2
PTP4A3 2.50033233909178e-67 0.594158949212883 0.331 0.028 8.18558801171865e-63 5 PTP4A3
CD300LF 3.78538088166864e-67 0.660486166890684 0.381 0.04 1.23925799304068e-62 5 CD300LF
APOBEC3A1 5.67561968712602e-66 1.06187523299436 0.569 0.097 1.85808437317132e-61 5 APOBEC3A
OAZ11 2.78731652012895e-65 0.939063664174834 1 0.906 9.12511682359815e-61 5 OAZ1
FGR1 1.75954692274835e-64 1.01072736580698 0.769 0.18 5.76040471569354e-60 5 FGR
FCGR2A1 2.07558689474126e-63 0.656731210920382 0.456 0.061 6.79505637600394e-59 5 FCGR2A
FAM26F2 2.60632326569541e-63 1.03161850047028 0.769 0.195 8.53258110723362e-59 5 FAM26F
HSBP11 3.41695470231088e-63 0.960538206740232 0.638 0.132 1.11864263044253e-58 5 HSBP1
TNFRSF1B1 4.4088733834556e-62 0.704335628059759 0.612 0.113 1.4433769682757e-57 5 TNFRSF1B
UNC119 1.46426787109542e-61 0.687861876363477 0.5 0.076 4.79372015639219e-57 5 UNC119
NINJ11 3.64084856728594e-61 0.932415856936092 0.619 0.126 1.19194100395807e-56 5 NINJ1
SLC7A71 4.8631093619745e-61 0.819976852117076 0.588 0.108 1.59208474292321e-56 5 SLC7A7
CDA1 1.07457718374715e-60 0.76003062507038 0.612 0.117 3.5179507841514e-56 5 CDA
S100A41 2.13231296679486e-60 1.02872671560586 1 0.801 6.98076619069301e-56 5 S100A4
EMR2 3.43975517683601e-59 0.605874093817504 0.281 0.023 1.12610704979257e-54 5 EMR2
AP2A1 9.98039714267173e-59 0.611090976164515 0.394 0.048 3.26738241656787e-54 5 AP2A1
LGALS11 2.12207524409608e-58 1.04753223453127 0.994 0.444 6.94724993412175e-54 5 LGALS1
CPPED11 2.99966745087858e-56 0.863039278775294 0.481 0.079 9.82031130068629e-52 5 CPPED1
FAM49A 5.90976417923063e-56 0.558608168554057 0.319 0.033 1.93473859699652e-51 5 FAM49A
PLAUR1 1.12356228190316e-55 0.69678532891683 0.531 0.094 3.67831819849457e-51 5 PLAUR
ACTB1 2.71178393972008e-55 0.685567134131374 0.994 0.993 8.87783826185561e-51 5 ACTB
ARPC31 3.13980070123523e-55 0.827836573619523 1 0.805 1.02790795357039e-50 5 ARPC3
CUX1 3.8986040516233e-55 0.651332721764622 0.369 0.046 1.27632499442044e-50 5 CUX1
ADA 1.55296592235551e-54 0.799438655159 0.5 0.088 5.08409983660747e-50 5 ADA
GPBAR1 1.13016295428735e-53 0.722872881477596 0.362 0.046 3.69992747974594e-49 5 GPBAR1
SLC11A11 3.0139206494966e-53 0.699638510750916 0.438 0.068 9.86697342232198e-49 5 SLC11A1
TMSB4X1 2.37794310485363e-52 0.46356166055015 1 1 7.78491013666981e-48 5 TMSB4X
NAAA1 1.71318782756761e-51 0.818925529918063 0.644 0.151 5.60863430989083e-47 5 NAAA
LYST 6.75493978104534e-51 0.708663408470033 0.519 0.099 2.21143218551862e-46 5 LYST
RHOB1 9.32448804439368e-51 0.786988608319209 0.531 0.104 3.0526508959736e-46 5 RHOB
CD300E 1.06996890728098e-50 0.609410041900704 0.344 0.044 3.50286420865646e-46 5 CD300E
YBX11 1.73738817352889e-50 0.732068622913342 0.994 0.806 5.68786140249889e-46 5 YBX1
MAPKAPK3 1.92380803816491e-50 0.712719472402333 0.506 0.094 6.29816275534428e-46 5 MAPKAPK3
PYCARD1 1.03999384827627e-49 1.04170661315255 0.9 0.337 3.40473186048686e-45 5 PYCARD
CASP11 1.32990485876836e-49 0.942762127815349 0.762 0.24 4.35384252663585e-45 5 CASP1
TBXAS11 1.43872162089462e-49 0.792231157774123 0.488 0.092 4.71008684248481e-45 5 TBXAS1
ANXA51 7.21434411158944e-49 0.998533422404233 0.806 0.276 2.36183197525215e-44 5 ANXA5
CARD161 1.17859928578943e-48 0.872516121702659 0.794 0.254 3.85849834181744e-44 5 CARD16
ADRBK1 1.62839523363122e-48 0.672050239797981 0.444 0.077 5.33104031586187e-44 5 ADRBK1
SLC2A6 2.31100501953893e-48 0.530717281439254 0.288 0.031 7.56576823296654e-44 5 SLC2A6
ASAH11 3.96571638145435e-48 1.0313060922588 0.7 0.217 1.29829622896052e-43 5 ASAH1
VASP1 6.53915690906619e-48 0.831312089897007 0.775 0.243 2.14078918889009e-43 5 VASP
MPEG11 1.40217124814714e-47 0.658770469516897 0.469 0.086 4.59042823218412e-43 5 MPEG1
S100A61 3.0643136258836e-47 0.855023388015375 0.988 0.77 1.00319499484177e-42 5 S100A6
CD300C 3.06888521196161e-47 0.494769385643585 0.288 0.032 1.00469164069199e-42 5 CD300C
TKT1 4.52328635301116e-47 0.904242313318471 0.856 0.319 1.48083348624879e-42 5 TKT
SLC16A3 1.06870881903956e-46 0.656801474405796 0.362 0.054 3.4987389317717e-42 5 SLC16A3
RXRA 1.1595537042803e-46 0.851440010822123 0.312 0.04 3.79614691707286e-42 5 RXRA
NEAT11 1.4464735993698e-46 0.893862087091138 0.969 0.619 4.73546526961686e-42 5 NEAT1
TCIRG1 1.54155636398603e-46 0.62636648524064 0.438 0.076 5.04674722441745e-42 5 TCIRG1
STX111 1.66150479735226e-46 0.635068292450115 0.519 0.109 5.43943440557181e-42 5 STX11
RGS21 3.73105497750164e-46 0.941436131723822 0.781 0.245 1.22147277853449e-41 5 RGS2
FKBP1A1 1.33715851914132e-45 0.925377415468326 0.906 0.437 4.37758955996485e-41 5 FKBP1A
HLA-DPA12 2.24590768327139e-45 0.857839189432107 0.975 0.462 7.35265257349389e-41 5 HLA-DPA1
RHOG1 2.8062007954304e-45 0.783818597167116 0.9 0.358 9.18694016408006e-41 5 RHOG
CD86 2.12026977207861e-44 0.609144824626339 0.306 0.04 6.94133917983096e-40 5 CD86
C10orf541 6.47554311085849e-43 0.8305150447084 0.85 0.342 2.11996330363285e-38 5 C10orf54
CTSC1 1.23308186395972e-42 0.902894636260633 0.731 0.238 4.03686340623133e-38 5 CTSC
LY6E1 1.39692910850529e-42 0.819044643882452 0.962 0.649 4.57326651542461e-38 5 LY6E
UNC93B1 1.69899556534017e-42 0.556740740567544 0.388 0.066 5.56217168181064e-38 5 UNC93B1
ANXA21 2.58886598018744e-42 0.812192628978277 0.906 0.407 8.47542944593764e-38 5 ANXA2
BLVRA1 3.48773652453683e-42 0.643110668686394 0.606 0.159 1.14181518340287e-37 5 BLVRA
CYBB1 8.10789865625263e-42 0.604623916348029 0.444 0.086 2.65436386208399e-37 5 CYBB
LYL1 1.06391071217222e-41 0.597039287586496 0.469 0.094 3.4830308895094e-37 5 LYL1
INSIG1 1.28950068196471e-41 0.602658930309192 0.344 0.053 4.22156733261606e-37 5 INSIG1
NAMPT 1.87957430314766e-41 0.6245351032071 0.4 0.072 6.1533503536448e-37 5 NAMPT
PRELID11 1.93525646125166e-41 0.876641997483821 0.931 0.44 6.33564260284568e-37 5 PRELID1
MYL61 2.99279031387648e-41 0.653086145542938 1 0.843 9.79779692956883e-37 5 MYL6
HN1 5.97921061263427e-41 0.922510754248024 0.694 0.216 1.95747397036421e-36 5 HN1
ARHGEF40 6.02260640588484e-41 0.592934226018503 0.294 0.04 1.97168088515858e-36 5 ARHGEF40
ARRB1 6.92168494324366e-41 0.499924202523325 0.256 0.03 2.26602121671911e-36 5 ARRB1
TNFSF101 7.51628783691674e-41 0.959815826346474 0.656 0.188 2.4606823120498e-36 5 TNFSF10
ARRB21 5.0282239528542e-40 0.740754244462176 0.706 0.229 1.64613995768541e-35 5 ARRB2
SPN 8.20953606402516e-40 0.630193430787297 0.519 0.121 2.68763791664056e-35 5 SPN
MT2A1 2.16821675216744e-39 0.982822190950808 0.769 0.288 7.09830800324578e-35 5 MT2A
SRGN1 2.42995443843187e-39 0.762151202907351 0.962 0.575 7.95518484053827e-35 5 SRGN
PFN11 2.51543629295128e-39 0.554514368154475 0.994 0.942 8.23503533586391e-35 5 PFN1
CSTB1 8.1687522664441e-39 0.958984674065268 0.825 0.341 2.67428611698847e-34 5 CSTB
OAS11 1.03803879817158e-38 0.709181443545802 0.6 0.169 3.39833141745412e-34 5 OAS1
NCF21 2.58038350665615e-38 0.619851571247653 0.581 0.15 8.44765952409091e-34 5 NCF2
RELT 3.0244926942893e-38 0.666447291642735 0.269 0.036 9.9015841825643e-34 5 RELT
TNFSF13B1 3.58291219422856e-38 0.560110341640597 0.55 0.137 1.17297379414654e-33 5 TNFSF13B
CLEC7A 7.90465911400959e-38 0.589706882479391 0.325 0.052 2.58782730074446e-33 5 CLEC7A
PTPN61 1.36719740691748e-37 0.79192412676314 0.744 0.266 4.47593087076644e-33 5 PTPN6
OAZ21 2.39864714575976e-37 0.715738904637338 0.538 0.139 7.85269102578829e-33 5 OAZ2
SOD21 2.85630053407434e-37 0.830528368404865 0.6 0.177 9.35095668845257e-33 5 SOD2
ARPC21 2.90968898632183e-37 0.626142162744447 0.994 0.79 9.52573980342042e-33 5 ARPC2
VMP1 3.16550884066152e-37 0.671190286998349 0.481 0.113 1.03632428425577e-32 5 VMP1
PRAM1 3.5128230591847e-37 0.480279212648656 0.325 0.053 1.15002801311589e-32 5 PRAM1
POU2F22 5.4392579702668e-37 0.794845072901068 0.538 0.136 1.78070427430594e-32 5 POU2F2
ISG151 1.38289283811126e-36 0.769534582422049 0.894 0.419 4.52731457340865e-32 5 ISG15
KLF41 2.5182223734653e-36 0.607699959915272 0.45 0.099 8.24415640625071e-32 5 KLF4
DRAP1 5.72214448001646e-36 0.798081361567639 0.888 0.439 1.87331565986779e-31 5 DRAP1
CYBA1 6.19542898728884e-36 0.648523265704067 1 0.837 2.02825954185862e-31 5 CYBA
LILRB4 1.20942409411578e-35 0.475950730407848 0.269 0.038 3.95941259931624e-31 5 LILRB4
HLA-DRB12 1.2196583088348e-35 0.66385117280801 0.956 0.428 3.99291737146337e-31 5 HLA-DRB1
DUSP6 2.93751039749063e-35 0.546039528655421 0.381 0.075 9.61682153930484e-31 5 DUSP6
GABARAP1 4.80870079541614e-35 0.68965531903663 0.931 0.461 1.57427246640334e-30 5 GABARAP
LGALS31 1.09637342191267e-34 0.754924487505116 0.681 0.218 3.5893073086577e-30 5 LGALS3
CHCHD10 1.24831768459096e-34 0.651491777170764 0.65 0.197 4.08674243581389e-30 5 CHCHD10
SEC14L1 1.36366788093361e-34 0.413974559989709 0.275 0.041 4.46437590860046e-30 5 SEC14L1
FCN11 1.74316368117131e-34 0.805544052930508 0.731 0.268 5.70676925941865e-30 5 FCN1
PAK1 1.90641690817124e-34 0.399839372475134 0.269 0.039 6.241227673971e-30 5 PAK1
ARPC1B1 2.54647802527678e-34 0.574745114384312 0.988 0.732 8.33665975915111e-30 5 ARPC1B
RNF1301 6.45263127506767e-34 0.545711273061951 0.569 0.155 2.11246242683166e-29 5 RNF130
HLA-DRB52 2.56274757761019e-33 0.619359114110353 0.838 0.32 8.38992301958023e-29 5 HLA-DRB5
CALM2 4.8381120273363e-33 0.783684509456895 0.9 0.518 1.58390111550936e-28 5 CALM2
BTK 6.30110002447885e-33 0.486821888106795 0.344 0.066 2.06285412601389e-28 5 BTK
ATP1B3 1.82414429459044e-32 0.719956105255916 0.525 0.142 5.97188359163019e-28 5 ATP1B3
SMCO41 2.21660354989787e-32 0.541434614909937 0.394 0.087 7.25671670165564e-28 5 SMCO4
ATG31 4.81546669723402e-32 0.621452592476779 0.606 0.187 1.57648748734047e-27 5 ATG3
IFNGR21 1.10683249727137e-31 0.551028881875794 0.506 0.135 3.62354822956701e-27 5 IFNGR2
NFKBIZ 1.24302879844011e-31 0.624387062008658 0.462 0.119 4.06942768033322e-27 5 NFKBIZ
BLOC1S11 1.57340577953559e-31 0.707808468707148 0.75 0.284 5.15101584104362e-27 5 BLOC1S1
TPI11 2.52094128243387e-31 0.67408438617959 0.912 0.482 8.253057570432e-27 5 TPI1
THEMIS21 3.06662477430201e-31 0.5769519393686 0.412 0.098 1.00395161861099e-26 5 THEMIS2
C1orf1621 4.2519695241959e-31 0.779422988265031 0.844 0.36 1.39200978283125e-26 5 C1orf162
RNF135 1.32295831130515e-30 0.364989746020965 0.256 0.04 4.33110091955079e-26 5 RNF135
RNASET2 2.59479081316162e-30 0.663806262033653 0.888 0.475 8.49482616412853e-26 5 RNASET2
CTSB1 3.00329669068053e-30 0.525126751817452 0.588 0.176 9.83219270594992e-26 5 CTSB
LGALS91 3.39745353369182e-30 0.669740435598797 0.525 0.153 1.11225833786003e-25 5 LGALS9
AP2S11 3.67083491359716e-30 0.81314760886184 0.806 0.324 1.20175793401344e-25 5 AP2S1
OSCAR 1.02240705684827e-29 0.738440621871117 0.256 0.042 3.34715622270986e-25 5 OSCAR
EMP31 1.66642703406439e-29 0.608523342288573 0.988 0.718 5.45554882411999e-25 5 EMP3
RBX1 1.84102953034763e-29 0.57096234027255 0.725 0.265 6.02716247645206e-25 5 RBX1
RNF13 1.84531609034966e-29 0.482691397078745 0.394 0.089 6.0411958165867e-25 5 RNF13
MT-CO11 1.87127982451601e-29 0.365929037015658 0.994 0.995 6.1261958895005e-25 5 MT-CO1
PGLS1 2.02373560229849e-29 0.652691397790351 0.7 0.272 6.62530561480479e-25 5 PGLS
ATP6V0B1 2.68280892648005e-29 0.534522003529636 0.781 0.309 8.7829798635104e-25 5 ATP6V0B
RNF149 7.99053952808468e-29 0.509458823824343 0.469 0.123 2.61594283070436e-24 5 RNF149
MTSS1 1.12787547338724e-28 0.514710067856076 0.331 0.069 3.69243872477515e-24 5 MTSS1
SCIMP 1.86414783885481e-28 0.553560303448823 0.319 0.066 6.10284719484286e-24 5 SCIMP
NUDT16 2.4964208705905e-28 0.442394898259629 0.312 0.063 8.1727826461392e-24 5 NUDT16
SYNGR2 5.45795424756083e-28 0.503767084412214 0.444 0.116 1.78682506156646e-23 5 SYNGR2
FCGRT1 5.72901668757259e-28 0.38171983462427 0.656 0.206 1.87556548317752e-23 5 FCGRT
MPP1 6.94874170149913e-28 0.544600718163701 0.281 0.052 2.27487905823678e-23 5 MPP1
RGS19 3.08431134650349e-27 0.587679700575973 0.669 0.245 1.00974184861831e-22 5 RGS19
CPVL1 3.18008236398787e-27 0.436669606832116 0.4 0.097 1.04109536432235e-22 5 CPVL
MYD88 3.8582525233283e-27 0.481490713879641 0.431 0.113 1.26311471108722e-22 5 MYD88
GRINA 5.10288598523979e-27 0.481971643319321 0.362 0.085 1.6705828138478e-22 5 GRINA
ITGAL 6.00844155944064e-27 0.430493514098736 0.369 0.086 1.96704359772968e-22 5 ITGAL
IGSF61 9.43824895033651e-27 0.527490376366263 0.375 0.092 3.08989394136117e-22 5 IGSF6
CNIH4 1.18233092599895e-26 0.883481286278031 0.312 0.066 3.87071498553535e-22 5 CNIH4
PCGF5 2.94856568261946e-26 0.445454575915314 0.406 0.103 9.6530143317596e-22 5 PCGF5
NANS 3.34782714236289e-26 0.420716458837704 0.394 0.098 1.09601164986676e-21 5 NANS
GNG51 4.26662657403051e-26 0.571519582029915 0.694 0.268 1.39680820780611e-21 5 GNG5
RNH11 4.90126993310932e-26 0.690452254826804 0.706 0.282 1.60457775070133e-21 5 RNH1
C20orf271 5.18134577795324e-26 0.460145508263744 0.412 0.111 1.69626898078633e-21 5 C20orf27
HOTAIRM1 5.5488399381448e-26 0.459427605058855 0.262 0.05 1.81657921894985e-21 5 HOTAIRM1
CTSZ1 7.14550659555887e-26 0.675202471539819 0.381 0.095 2.33929594925406e-21 5 CTSZ
RAB24 1.0177208283212e-25 0.469761383781263 0.344 0.08 3.33181444775793e-21 5 RAB24
AP1S21 1.70180226853376e-25 0.429991065980262 0.725 0.27 5.57136026672583e-21 5 AP1S2
SH3BP1 3.84581084129573e-25 0.71175431860303 0.369 0.091 1.2590415532234e-20 5 SH3BP1
RAC11 4.69749123144549e-25 0.482510805257733 0.862 0.413 1.53786467935063e-20 5 RAC1
ZFAND51 4.77686409063167e-25 0.591226825755603 0.494 0.155 1.563849765991e-20 5 ZFAND5
TGFBI1 5.04295334014907e-25 0.452451336448209 0.362 0.091 1.650962064498e-20 5 TGFBI
HLA-DRA2 6.74628712006641e-25 0.26697198711675 0.975 0.533 2.20859947736734e-20 5 HLA-DRA
RPS191 1.5491745678897e-24 0.314461852797503 1 0.993 5.0716877003573e-20 5 RPS19
PTP4A2 2.32687440634912e-24 0.536225795608919 0.606 0.213 7.61772143150574e-20 5 PTP4A2
AGPAT2 1.12669374562617e-23 0.424258382352727 0.288 0.063 3.68856998443097e-19 5 AGPAT2
ATP6V0D11 1.39627844732026e-23 0.531984650802467 0.494 0.153 4.57113638083707e-19 5 ATP6V0D1
MAP2K3 1.50411103551088e-23 0.401528814715509 0.438 0.123 4.92415870805553e-19 5 MAP2K3
NAP1L1 1.80280788878213e-23 0.54471889678651 0.875 0.559 5.90203246629493e-19 5 NAP1L1
FAM46A 2.01274082824511e-23 0.394498224332297 0.262 0.054 6.58931092350884e-19 5 FAM46A
ITGB21 3.52522069311189e-23 0.549957668223561 0.862 0.446 1.15408675051097e-18 5 ITGB2
MNDA1 6.64652273211067e-23 0.522177432644745 0.394 0.109 2.17593861203839e-18 5 MNDA
DPEP2 8.38663893032243e-23 0.439272675020934 0.306 0.072 2.74561785300896e-18 5 DPEP2
RAB10 8.55351818369496e-23 0.435094940487435 0.444 0.132 2.80025078297806e-18 5 RAB10
AGTRAP1 1.12443301990534e-22 0.444469842850412 0.45 0.134 3.68116882056611e-18 5 AGTRAP
CD300A 2.81155553346396e-22 0.429812664126675 0.394 0.11 9.20447050545432e-18 5 CD300A
NAPRT11 3.21708689249758e-22 0.416118729386197 0.388 0.109 1.05320990686586e-17 5 NAPRT1
EIF4E21 3.4756944491728e-22 0.709148608564141 0.444 0.138 1.13787284877019e-17 5 EIF4E2
SH3BGRL 7.56953021764658e-22 0.732219799377905 0.8 0.42 2.47811280265314e-17 5 SH3BGRL
SH3BGRL31 7.78576705913177e-22 0.412390522026296 0.988 0.85 2.54890441981856e-17 5 SH3BGRL3
HLA-DPB12 8.6580969081623e-22 0.272883437244514 0.944 0.491 2.83448776579417e-17 5 HLA-DPB1
RAB8A 9.20592546998923e-22 0.489332884537472 0.556 0.197 3.01383588036507e-17 5 RAB8A
G0S2 1.06181630969727e-21 0.70206555281989 0.256 0.057 3.47617423468693e-17 5 G0S2
IMPDH1 1.32899839393739e-21 0.40852235353445 0.3 0.072 4.35087494207222e-17 5 IMPDH1
NAGK1 1.89171243485889e-21 0.4262481403852 0.381 0.108 6.19308816924102e-17 5 NAGK
RAB321 3.16092954989117e-21 0.317447967387283 0.3 0.072 1.03482511604337e-16 5 RAB32
CAPNS11 3.43936307074661e-21 0.396303602783531 0.394 0.113 1.12597868210102e-16 5 CAPNS1
MYO1G 5.09660509259074e-21 0.710442068335503 0.575 0.213 1.66852657521236e-16 5 MYO1G
H3F3A1 6.00535871223252e-21 0.506498794475771 0.781 0.36 1.96603433521068e-16 5 H3F3A
CX3CR1 9.12103335765987e-21 0.388804762118486 0.275 0.064 2.98604390063069e-16 5 CX3CR1
UTRN 9.5011726028394e-21 0.567042565691842 0.3 0.073 3.11049388671756e-16 5 UTRN
SNAP29 1.83045881507366e-20 0.354875087906323 0.294 0.071 5.99255606878816e-16 5 SNAP29
GMFG 1.92342429754775e-20 0.423459031460208 0.925 0.685 6.29690646531183e-16 5 GMFG
TSPO1 2.00037422226597e-20 0.437664359981564 0.888 0.452 6.54882512885432e-16 5 TSPO
ZNF706 2.31477899781355e-20 0.556410227395572 0.675 0.29 7.57812348304201e-16 5 ZNF706
COX171 2.34435563758319e-20 0.426269174454204 0.512 0.172 7.67495148631984e-16 5 COX17
C11orf21 2.50572007847414e-20 0.404330296189959 0.256 0.058 8.20322639290865e-16 5 C11orf21
ALOX5 3.60564313506774e-20 0.363101803381138 0.294 0.072 1.18041544955848e-15 5 ALOX5
ANXA4 4.81108944570255e-20 0.480055681096455 0.319 0.086 1.5750544627341e-15 5 ANXA4
CAPZA2 6.77026057371068e-20 0.375572654549556 0.531 0.19 2.2164479066214e-15 5 CAPZA2
SUPT4H11 8.88712580741925e-20 0.493810858794265 0.65 0.266 2.90946724683291e-15 5 SUPT4H1
ODF3B1 8.94298354977861e-20 0.360257812127836 0.369 0.106 2.92775395452652e-15 5 ODF3B
IFIT1 1.18858614609331e-19 0.286213360579066 0.281 0.069 3.89119332508029e-15 5 IFIT1
H2AFZ 1.63917688973054e-19 0.428025005583544 0.794 0.391 5.36633730159985e-15 5 H2AFZ
NACA 1.64433511857318e-19 0.424902141218197 0.994 0.971 5.38322431118489e-15 5 NACA
EFHD21 2.00337865340018e-19 0.578535356416115 0.5 0.174 6.55866103550152e-15 5 EFHD2
POLE41 2.83313207972377e-19 0.559244285205403 0.5 0.171 9.27510780259967e-15 5 POLE4
COMMD9 3.04058962542531e-19 0.393481441454259 0.362 0.106 9.95428231571738e-15 5 COMMD9
IFI61 3.43455929711902e-19 0.371861945447502 0.788 0.379 1.12440602269083e-14 5 IFI6
TUBA1B 5.17350262335683e-19 0.664821362711528 0.762 0.411 1.69370128883456e-14 5 TUBA1B
MSN 6.23025799113195e-19 0.437224560285955 0.65 0.262 2.03966186113678e-14 5 MSN
RNPEP 6.52523673899851e-19 0.448766073051211 0.3 0.079 2.13623200361333e-14 5 RNPEP
SERP11 7.38707843385352e-19 0.456505770123667 0.869 0.533 2.41838173767496e-14 5 SERP1
SELPLG 1.19778289737679e-18 0.410995449045238 0.469 0.159 3.92130164943214e-14 5 SELPLG
POLD41 1.45374867989171e-18 0.49594571010232 0.706 0.326 4.75928242822946e-14 5 POLD4
GSTO11 1.57953246602902e-18 0.447492883016003 0.631 0.27 5.1710733872858e-14 5 GSTO1
RIN3 1.93363557151082e-18 0.338191224260584 0.312 0.084 6.33033613401211e-14 5 RIN3
SERF21 2.54098226761787e-18 0.348158645636985 0.994 0.847 8.31866774772739e-14 5 SERF2
ZYX1 2.83108253766887e-18 0.365199685562895 0.412 0.134 9.26839801182035e-14 5 ZYX
PSMB31 2.87552689537628e-18 0.477405334006166 0.762 0.358 9.41389995008288e-14 5 PSMB3
LAMTOR41 3.28979683287776e-18 0.530707792031516 0.856 0.499 1.07701368714752e-13 5 LAMTOR4
LINC009361 3.75903291433762e-18 0.44428656543807 0.612 0.259 1.23063219549585e-13 5 LINC00936
